id,name,parentid,x,y,z,description,shortname,catchment,fgroup,fcst_pp,esp,hefs,snowupdate,spatial_display,gage,gage_fcst,precip,nwm,snotel,snowcourse
BLSA2,BLSA2,,-150.9875,61.9375,45.7,Bentalit Lodge,BLSA2,,Matsu,,,,,,Y,,,,,
BLUA2,BLUA2,,-149.98,62.8,1200,Blueberry Hill snowcourse,BLUA2,,Tanana,,,,,,Y,,,,,Y
BNZA2,BNZA2,,-142.881667,61.494167,746.8,USGS gage nr McCarthy,BNZA2,,Copper,,,,,,Y,Y,,,,
BOKA2,BOKA2,,-155.78,58.54,150,Brooks Camp snow course,BOKA2,,S_West,,,,,,Y,,,,,Y
BONA2,BONA2,,-148.3,64.75,1150,Bonanza Creek snowcourse,BONA2,,Tanana,,,,,,Y,,,,,Y
BORA2,BORA2,,-147.73,65.38,1300,Borealis snowcourse,BORA2,,Tanana,,,,,,Y,,,,,Y
BOUA2,BOUA2,,-141.33,64.13,3500,Boundary snowcourse,BOUA2,,Tanana,,,,,,Y,,,,,Y
BRCA2,BRCA2,,-143.72,66.654,159,Black River at Chalkyitsik,BRCA2,,Porcupine,,,,,,Y,Y,,,,
BRDA2,BRDA2,,-150.76667,59.78333,365.8,Bradley Lake Local,BRDA2,,Bradley,,,,,,,Y,,,,
BRFA2,BRFA2,,-155.776944,58.556111,0,Mesonet site nr Sea Plane base at Brooks Falls,BRFA2,,S_West,,,,,,Y,,,,,
BRGA2,BRGA2,,-151.47,59.73,1300,Bridge Creek snowcourse,BRGA2,,Copper,,,,,,Y,,,,,Y
BRIA2,BRIA2,,-150.839722,59.76,329.2,Bradley Lake Inflow,BRIA2,,Bradley,,,,,,,Y,,,,
BRIN,BRIN,,-150.76667,59.78333,365.8,Bradley Lake Inflow,BRIN,,Bradley,,,,,,Y,Y,,,,
BRINI,BRINI,,-150.76667,59.78333,365.8,Bradley Lake Inflow,BRIN,,Bradley,,,,,,Y,Y,,,,
BRINO,BRINO,,-150.76667,59.78333,365.8,Bradley Lake Outflow,BRIN,,Bradley,,,,,,Y,Y,,,,
BRINSPILL,BRINSPILL,,-150.76667,59.78333,365.8,Bradley Lake SPILL,BRIN,,Bradley,,,,,,Y,Y,,,,
BRMA2,BRMA2,,-150.754167,59.778333,701,USGS gage - Middle Fk Bradley River nr Homer,BRMA2,,Bradley,,,,,,Y,Y,,,,
BRPA2,BRPA2,,-149.128889,63.328056,712,Broad Pass,BRPA2,,Matsu,,,,,,Y,,,,,
BRPW,BRPW,,-150.839722,59.76,329.2,Bradley Power Flow,BRPW,,Bradley,,,,,,Y,,,,,
BRRA2,BRRA2,,-150.850556,59.758333,321.3,USGS gage - Bradley River blw dam nr Homer,BRRA2,,Bradley,,,,,,Y,Y,,,,
BRTA2,BRTA2,,-150.882778,59.801667,7.6,USGS gage - Bradley River nr Tidewater nr Homer,BRTA2,,Bradley,,,,,,Y,Y,,,,
BRTA2OUT,BRTA2OUT,,-150.882778,59.801667,7.6,USGS gage - Bradley River nr Tidewater nr Homer,BRTA2,,Bradley,,,,,,Y,Y,,,,
BRUA2,BRUA2,,-150.7025,59.700556,381,USGS gage - Upper Bradley River nr Nuka Glacier,BRUA2,,Bradley,,,,,,Y,Y,,,,
BTAA2,BTAA2,,-145.880278,63.88,497.1,Bolio RAWS,BTAA2,,Tanana,,,,,,Y,,Y,,,
BTEA2,BTEA2,,-148.994722,61.533333,0,ANC WFO Mesonet site at Butte,BTEA2,,Matsu,,,,,,Y,,,,,
BTLA2,BTLA2,,-154.565,57.266667,52.1,RAWS in Kodiak Nat'l Wildlife Refuge,BTLA2,,S_West,,,,,,Y,,,,,
BTTA2,BTTA2,,-151.508611,66.926111,185.9,NWS Slope gage - Koyukuk River at Bettles,BTTA2,,Koyukuk,,,,,,Y,Y,,,,
BURQ9,BURQ9,,-129.95,62.28,3650,Burns Lake snowcourse,BURQ9,,Yuk_Can,,,,,,Y,,,,,Y
BUWQ9,BUWQ9,,-139.05,61.38,2660,Burwash Airstrip snowcourse,BUWQ9,,Yuk_Can,,,,,,Y,,,,,Y
BVRA2,BVRA2,,-147.391111,66.359167,108.2,NWS Slope gage - Yukon River at Beaver,BVRA2,,Upyukon,,,,,,Y,Y,,,,
BZFA2,BZFA2,,-150.65,66.67,1200,Bonanza Forks snowcourse,BZFA2,,Tanana,,,,,,Y,,,,,Y
CACA2,CACA2,,-147.516667,61.016667,0,State Fish hatchery in Whittier,CACA2,,Copper,,,,,,Y,,,,,
CALQ9,CALQ9,,-135.4,63.92,4300,Calumet snowcourse,CALQ9,,Yuk_Can,,,,,,Y,,,,,Y
CAMA2,CAMA2,,-149.837222,61.178889,0,High water staff gage on Campbell Creek,CAMA2,,Anch,,,,,,Y,,,,,
CARA2,CARA2,,-131.7,55.35,0,Carlanna Creek nr Ketchikan,CARA2,,Southeast,,,,,,Y,,,,,
CASQ9,CASQ9,,-138.8,62.73,3500,Casino Creek snowcourse,CASQ9,,Yuk_Can,,,,,,Y,,,,,Y
CBBA2,CBBA2,,-144.6,62.55,2170,Chistochina snowcourse,CBBA2,,Copper,,,,,,Y,,,,,Y
CBHA2,CBHA2,,-145.766389,60.541944,20,Handar in Cordova Boat Harbor,CBHA2,,Copper,,,,,,Y,,,,,
CBOA2,CBOA2,,-145.72,64.68,1150,Caribou Mine snowcourse,CBOA2,,Tanana,,,,,,Y,,,,,Y
CCGA2,CCGA2,,-145.36,62.02,1264,Copper Center snow course,CCGA2,,Copper,,,,,,Y,,,,,Y
CCKA2,CCKA2,,-141.95,64.07,1650,Chicken Airstrip snowcourse,CCKA2,,Fortym,,,,,,Y,,,,,Y
CCRA2,CCRA2,,-147.408611,61.838889,1005.8,Camp Creek nr Sheep Mountain Lodge,CCRA2,,Matsu,,,,,,Y,,,,,
CCSA2,CCSA2,,-149.923333,61.139444,12.2,USGS gage - Campbell Creek nr Dimond Blvd,CCSA2,,Anch,,,,,,Y,Y,,,,
CCVA2,CCVA2,,-150.409444,70.432222,1.5,NWS Staff gage - Colville River nr mouth at Colville Village,CCVA2,,Northsl,,,,,,Y,,,,,
CDLA2,CDLA2,,-141.14,65.17,1800,Cathedral Creek snow course,CDLA2,,Fortym,,,,,,Y,,,,,Y
CDVA2,CDVA2,,-145.753056,60.556111,7.6,Cordova North,CDVA2,,Copper,,,,,,Y,,,,,
CFSA2,CFSA2,,-133.133333,55.471667,13.1,JNU Coop site nr Craig,CFSA2,,Southeast,,,,,,Y,,,,,
CFVA2,CFVA2,,-150.177778,67.258333,326.1,FAI Coop site at Coldfoot,CFVA2,,Koyukuk,,,,,,Y,,,,,
CGAA2,CGAA2,,-151.43,61.07,500,Congahbuna Lake snowcourse,CGAA2,,Tanana,,,,,,Y,,,,,Y
CGKA2,CGKA2,,-149.444722,61.423056,34.4,ANC Mesonet site,CGKA2,,Anch,,,,,,Y,,,,,
CGMA2,CGMA2,,-153.4675,60.224722,1332.9,Chigmit Mountains,CGMA2,,Matsu,,,,,,Y,,,,,
CHAA2,CHAA2,,-147.721667,65.085278,167.6,NWS Wireweight - Chatanika River at Elliot Hwy,CHAA2,,Tanana,,,,,,Y,Y,,,,
CHBA2,CHBA2,,-146.7,65.12,1460,Little Chena Bottom snowcourse,CHBA2,,Tanana,,,,,,Y,,,,,Y
CHCA2,CHCA2,,-153.9325,57.729444,45.7,Kodiak Island RAWS,CHCA2,,S_West,,,,,,Y,,Y,,,
CHFA2,CHFA2,,-147.701111,64.845833,4.6,USGS gage - Chena River at Fairbanks,CHFA2,,Tanana,,,,,,Y,Y,,,,
CHKA2,CHKA2,,-143.83,61.46,1550,Chokosna snow course,CHKA2,,Copper,,,,,,Y,,,,,Y
CHLA2,CHLA2,,-147.247222,64.886111,139.8,USGS gage - Little Chena River nr Fairbanks,CHLA2,,Tanana,,,,,,Y,Y,,,,
CHLOC,CHLOC,,-146.5,64.8,396.2,Above Hunts Creek Local,CHLOC,,Tanana,,,,,,Y,,,,,
CHMQ9,CHMQ9,,-140.8,62.07,3500,Chair Mountain snowcourse,CHMQ9,,Tanana,,,,,,Y,,,,,Y
CHNA2,CHNA2,,-147.940278,64.833056,245.4,FAI Coop observer,CHNA2,,Tanana,,,,,,Y,,,,,
CHPA2,CHPA2,,-147.460556,65.140556,198.1,USGS gage - Chatanika River abv Poker Cr (Discontinued),CHPA2,,Tanana,,,,,,Y,,,,,
CHRA2,CHRA2,,-149.895278,61.205278,4.9,USGS gage - Chester Creek at Arctic Blvd,CHRA2,,Anch,,,,,,Y,Y,,,,
CHSA2,CHSA2,,-144.636389,65.486111,262.1,Circle Hot Springs snowcourse,CHSA2,,Upyukon,,,,,,Y,,,,,Y
CHTA2,CHTA2,,-148.6,65.016667,442,RAWS nr Murphy Dome,CHTA2,,Tanana,,,,,,Y,,Y,,,
CIKA2,CIKA2,,-144.341111,66.590556,137.2,RAWS nr Chalkyitsik,CIKA2,,Porcupine,,,,,,Y,,Y,,,
CIRA2,CIRA2,,-144.061389,65.827222,173.7,NWS Slope gage - Yukon River at Circle and snowcourse,CIRA2,,Upyukon,,,,,,Y,Y,,,,
CITA2,CITA2,,-149.45,63.133333,548.6,E Fork Chulitna snowcourse,CITA2,,Matsu,,,,,,Y,,,,,
CJXA2,CJXA2,,-158.111389,61.869444,61,USGS gage - Kuskokwim River at Crooked Creek,CJXA2,,Kuskokwim,,,,,,Y,Y,,,,
CKLA2,CKLA2,,-153.541944,56.999167,30.5,Kodiak Island RAWS,CKLA2,,S_West,,,,,,Y,,,,,
CKNA2,CKNA2,,-141.929444,64.06,871.7,RAWS site at Chicken,CKNA2,,Fortym,,,,,,Y,,,,,
CKTA2,CKTA2,,-135.9325,59.415556,35.1,NWS River gage - Chilkat River at Klukwan,CKTA2,,Southeast,,,,,,Y,Y,,,,
CLAA2,CLAA2,,-161.16,59.42,550,Canyon Lake SNOTEL,CLAA2,,S_West,,,,,,Y,,,,Y,
CLCA2,CLCA2,,-143.132222,65.313889,265.2,RAWS site near Circle,CLCA2,,Upyukon,,,,,,Y,,,,,
CLFA2,CLFA2,,-157.06,65.46,170,Cloverleaf snow course,CLFA2,,Tanana,,,,,,Y,,,,,Y
CLKA2,CLKA2,,-151.409167,62.433889,426.7,NWS Staff gage - Chelatna Lake,CLKA2,,Matsu,,,,,,Y,,,,,
CLNA2,CLNA2,,-142.54,67.1,180,Coleen River,CLNA2,,Porcupine,,,,,,,Y,,,,
CLRA2,CLRA2,,-147.433611,65.047222,679.7,Cleary Summit snowcourse,CLRA2,,Tanana,,,,,,Y,,,,,Y
CLTA2,CLTA2,,-150.228,62.56,243.8,,CLTA2,,Matsu,,,,,,Y,Y,,,,
CMCLO,CMCLO,,-147.227778,64.800833,149.4,Below MCD Local,CMCLO,,Tanana,,,,,,Y,,,,,
CMCUP,CMCUP,,-147.15,64.78,207.3,Above MCD Local,CMCUP,,Tanana,,,,,,Y,,,,,
CMFOR,CMFOR,,-146.2,64.95,484.6,Middle Fork Chena,CMFOR,,Tanana,,,,,,Y,,,,,
CNAA2,CNAA2,,-142.05,62.066667,1011.9,Chisana Snotel,CNAA2,,Tanana,,,,,,Y,,,,Y,
CNFOR,CNFOR,,-146.15,64.9,792.5,North Fork Chena,CNFOR,,Tanana,,,,,,Y,,,,,
CNHA2,CNHA2,,-141.97,64.07,1750,Lost Chicken Hill snowcourse,CNHA2,,Tanana,,,,,,Y,,,,,Y
CNWA2,CNWA2,,-147.833333,64.933333,289.6,FAI Coop site,CNWA2,,Tanana,,,,,,Y,,,,,
COAA2,COAA2,,-147.62,64.9,700,Colorado Creek snowcourse,COAA2,,Tanana,,,,,,Y,,,,,Y
COCA2,COCA2,,-149.880278,60.483889,137.2,USGS gage - Cooper Creek nr Cooper Landing,COCA2,,Kenai,,,,,,Y,Y,,,,
COFA2,COFA2,,-150.2,67.25,320,Coldfoot Snotel,COFA2,,Koyukuk,,,,,,Y,,,,Y,
COHA2,COHA2,,-134.7775,58.463889,0,RWIS site,COHA2,,Southeast,,,,,,Y,,,,,
COLA2,COLA2,,-149.966667,60.483333,114.3,ANC Coop observer,COLA2,,Anch,,,,,,Y,,,,,
COOA2,COOA2,,-149.807778,60.492778,128,USGS gage - Kenai River at Cooper Landing,COOA2,,Kenai,,,,,,Y,Y,,,,
COPA2,COPA2,,-143.4,64.87,2000,Copper Creek snow course,COPA2,,Tanana,,,,,,Y,,,,,Y
CORA2,CORA2,,-149.694167,60.390833,365.8,Cooper Lake Snotel,CORA2,,Kenai,,,,,,Y,,,,Y,
COTA2,COTA2,,-155.936111,65.345833,399.3,RAWS site near Huslia,COTA2,,Koyukuk,,,,,,Y,,,,,
CPKA2,CPKA2,,-147.500278,65.189167,766.6,RAWS site nr Chatanika,CPKA2,,Tanana,,,,,,Y,,,,,
CQNA2,CQNA2,,-144.921111,64.091667,548.6,FAI Coop observer,CQNA2,,Tanana,,,,,,Y,,,,,
CRBA2,CRBA2,,-151.0575,59.988889,380.1,NWS Handar site nr Homer,CRBA2,,Kenai,,,,,,Y,,,,,
CREA2,CREA2,,-141.845278,62.124167,1597.2,NPS site S of Northway,CREA2,,Tanana,,,,,,Y,,,,,
CRHA2,CRHA2,,-146.803333,64.86,194.5,USGS gage - Chena River blw Hunts Creek,CRHA2,,Tanana,,,,,,Y,Y,,,,
CRKA2,CRKA2,,-143.94,64.85,2600,Crescent Creek snow course,CRKA2,,Tanana,,,,,,Y,,,,,Y
CRNA2,CRNA2,,-141.804722,63.006389,512.9,NWS Wireweight - Chisana River at Northway,CRNA2,,Tanana,,,,,,Y,Y,,,,
CROA2,CROA2,,-147.55,65.15,900,Caribou Snow Pillow snowcourse,CROA2,,Tanana,,,,,,Y,,,,,Y
CRPA2,CRPA2,,-134.52,58.27,1650,Cropley Lake snowcourse,CRPA2,,Tanana,,,,,,Y,,,,,Y
CRSA2,CRSA2,,-147.254167,65.190556,228.6,NWS Wireweight - Chatanika River at Steese Hwy,CRSA2,,Tanana,,,,,,Y,Y,,,,
CRTA2,CRTA2,,-146.99,62.3,2850,Curtis Lake snow course,CRTA2,,Matsu,,,,,,Y,,,,,Y
CRUA2,CRUA2,,-152.121667,69.360556,80.8,USGS gage - Colville River at Umiat,CRUA2,,Northsl,,,,,,Y,Y,,,,
CSFOR,CSFOR,,-146.2,64.95,484.6,South Fork Chena,CSFOR,,Tanana,,,,,,Y,,,,,
CSLOC,CSLOC,,-146.2,64.95,484.6,Above S. Fork Local,CSLOC,,Tanana,,,,,,Y,,,,,
CSNA2,CSNA2,,-142.054167,62.078056,1001,Chisana RAWS,CSNA2,,Tanana,,,,,,Y,,,,,
CSRA2,CSRA2,,-149.729444,61.148889,164,USGS gage - South Fork Campbell Creek nr Anchorage,CSRA2,,Anch,,,,,,Y,Y,,,,
CTEA2,CTEA2,,-144.765278,65.566667,280.4,NWS Wireweight - Crooked Creek at Central,CTEA2,,Upyukon,,,,,,Y,,,,,
CTRLO,CTRLO,,-146.356944,64.902778,219.2,Two Rivers Local,CTRLO,,Tanana,,,,,,Y,,,,,
CTSA2,CTSA2,,-150,60.46,341.4,NWS modeled basin - Kenai R from COOA2 to Skilak Lake,CTSA2,,Kenai,,,,,, ,Y,,,,
CTUA2,CTUA2,,-142.618889,61.273889,1388.1,RAWS site near McCarthy,CTUA2,,Copper,,,,,,Y,,,,,
CUIA2,CUIA2,,-151.63,61.22,1540,Chuitna Plateau snowcourse,CUIA2,,Matsu,,,,,,Y,,,,,
CWAE,CWAE,,-122.95,50.12,200.6,Canadian Metar,CWAE,,Yuk_Can,,,,,,Y,,Y,,,
CWCL,CWCL,,-121.5,51.16,322.2,Canadian Metar,CWCL,,Yuk_Can,,,,,,Y,,Y,,,
CWDL,CWDL,,-130,58.42,815.6,Canadian Metar,CWDL,,Yuk_Can,,,,,,Y,,Y,,,
CWHT,CWHT,,-137.58,60.75,598.9,Canadian Metar,CWHT,,Yuk_Can,,,,,,Y,,Y,,,
CWKS,CWKS,,-122.72,58.25,0,Canadian Metar,CWKS,,Yuk_Can,,,,,,Y,,Y,,,
CWKV,CWKV,,-121.24,49.29,205.4,Canadian Metar,CWKV,,Yuk_Can,,,,,,Y,,Y,,,
CWLY,CWLY,,-121.58,50.23,69.8,Canadian Metar,CWLY,,Yuk_Can,,,,,,Y,,Y,,,
CWRA2,CWRA2,,-146.95,62.93,2650,Clearwater Lake snowcourse,CWRA2,,Matsu,,,,,,Y,,,,,Y
CWTH,CWTH,,-124.23,58.65,245.1,Canadian Metar,CWTH,,Yuk_Can,,,,,,Y,,Y,,,
CWWQ,CWWQ,,-125.77,58.92,834.8,Canadian Metar,CWWQ,,Yuk_Can,,,,,,Y,,Y,,,
CWWU,CWWU,,-124.9,56.8,207.3,Canadian Metar,CWWU,,Yuk_Can,,,,,,Y,,Y,,,
CXCA2,CXCA2,,-144.439722,61.531944,177.1,RAWS site near Chitina,CXCA2,,Yuk_Can,,,,,,Y,,Y,,,
CYCD,CYCD,,-123.87,49.05,9.1,Canadian Metar,CYCD,,Yuk_Can,,,,,,Y,,Y,,,
CYCG,CYCG,,-117.63,49.3,150.9,Canadian Metar,CYCG,,Yuk_Can,,,,,,Y,,Y,,,
CYCP,CYCP,,-119.28,52.12,208.2,Canadian Metar,CYCP,,Yuk_Can,,,,,,Y,,Y,,,
CYCQ,CYCQ,,-121.63,55.71,185.6,Canadian Metar,CYCQ,,Yuk_Can,,,,,,Y,,Y,,,
CYDA,CYDA,,-139.13,64.05,368.8,Canadian Metar,CYDA,,Yuk_Can,,,,,,Y,,Y,,,
CYDB,CYDB,,-139.05,61.37,789.9,Canadian Metar,CYDB,,Yuk_Can,,,,,,Y,,Y,,,
CYDC,CYDC,,-120.52,49.48,2133.6,Canadian Metar,CYDC,,Yuk_Can,,,,,,Y,,Y,,,
CYGE,CYGE,,-116.99,51.3,239.3,Canadian Metar,CYGE,,Yuk_Can,,,,,,Y,,Y,,,
CYHE,CYHE,,-121.48,49.38,11.6,Canadian Metar,CYHE,,Yuk_Can,,,,,,Y,,Y,,,
CYKA,CYKA,,-120.45,50.71,105.5,Canadian Metar,CYKA,,Yuk_Can,,,,,,Y,,Y,,,
CYLW,CYLW,,-119.39,49.97,131.1,Canadian Metar,CYLW,,Yuk_Can,,,,,,Y,,Y,,,
CYMA,CYMA,,-135.87,63.62,503.8,Canadian Metar,CYMA,,Yuk_Can,,,,,,Y,,Y,,,
CYOC,CYOC,,-139.83,67.58,251.2,Canadian Metar,CYOC,,Yuk_Can,,,,,,Y,,Y,,,
CYPW,CYPW,,-124.5,49.84,36.9,Canadian Metar,CYPW,,Yuk_Can,,,,,,Y,,Y,,,
CYQH,Watson Lake,,-128.82,60.12,689.8,Canadian Metar,CYQH,,Yuk_Can,,,,,,Y,,Y,,,
CYQZ,Queznel,,-122.52,53.03,545,Canadian Metar,CYQZ,,Yuk_Can,,,,,,Y,,Y,,,
CYRV,Revelstoke,,-118.18,50.98,135,Canadian Metar,CYRV,,Yuk_Can,,,,,,Y,,Y,,,
CYUA,Shingle Point,,-137.23,68.93,37.5,Canadian Metar,CYUA,,Yuk_Can,,,,,,Y,,Y,,,
CYWH,Victoria Harbour,,-123.32,48.42,1.5,Canadian Metar,CYWH,,Yuk_Can,,,,,,Y,,Y,,,
CYXC,Cranbrook,,-115.78,49.62,286.2,Canadian Metar,CYXC,,Yuk_Can,,,,,,Y,,Y,,,
CYXQ,Beaver Creek,,-140.87,62.42,648.9,Canadian Metar,CYXQ,,Yuk_Can,,,,,,Y,,Y,,,
CYXT,Terrace,,-128.35,54.28,66.1,Canadian Metar,CYXT,,Yuk_Can,,,,,,Y,,Y,,,
CYXY,Whitehorse Airport,,-135.07,60.72,702.9,Canadian Metar,CYXY,,Yuk_Can,,,,,,Y,,Y,,,
CYYD,Smithers,,-127.18,54.82,523,Canadian Metar,CYYD,,Yuk_Can,,,,,,Y,,Y,,,
CYYF,Penticton,,-119.6,49.48,104.9,Canadian Metar,CYYF,,Yuk_Can,,,,,,Y,,Y,,,
CYZW,Teslin,,-132.75,60.17,704.7,Canadian Metar,CYZW,,Yuk_Can,,,,,,Y,,Y,,,
CZFA,Faro,,-133.37,62.22,716.9,Canadian Metar,CZFA,,Yuk_Can,,,,,,Y,,Y,,,
CZOA2,Chistochina RAWS,,-144.664722,62.565278,701,RAWS site near Chistochina,CZOA2,,Tanana,,,,,,Y,,Y,,,
CZST,Stewart,,-129.98,55.93,7.3,Canadian Metar,CZST,,Yuk_Can,,,,,,Y,,Y,,,
DADA2,DADA2,,-144.82,61.85,2160,Dadina Lake snowcourse,DADA2,,Matsu,,,,,,Y,,,,,Y
DBRA2,DBRA2,,-145.856,63.533,667.5,NWS modeled basin - Delta River at Black Rapids,DBRA2,,Tanana,,,,,,Y,,,Y,,
DCHA2,DCHA2,,-150.85,62.6,3100,Dutch Hills snowcourse,DCHA2,,Matsu,,,,,,Y,,,,,Y
DCKA2,DCKA2,,-156.908889,66.946111,68.6,USGS gage - Dahl Creek nr Kobuk,DCKA2,,Northsl,,,,,,Y,,,,,
DELA2,DELA2,,-145.814167,63.203056,823,BLM gage - Delta River nr Paxson,DELA2,,Tanana,,,,,,Y,,,,,
DEMA2,DEMA2,,-151.65,59.67,780,Demonstration Forest snowcourse,DEMA2,,Matsu,,,,,,Y,,,,,Y
DERA2,DERA2,,-155.11,64.83,195,Deer Creek snow course,DERA2,,Kuskokwim,,,,,,Y,,,,,Y
DEZQ9,DEZQ9,,-137.508333,60.748056,584.3,WSC discontinued gage - Dezadeash River at Haines Junction (YT),DEZQ9,,Southeast,,,,,,Y,Y,,,,
DJTA2,Delta 5NE,,-145.613611,64.083611,323.1,FAI Coop observer,DJTA2,,Tanana,,,,,,Y,,Y,,,
DKLA2,Dunkle Hills,,-149.539167,63.2675,870.2,NPS weather site and snow course Denali Park nr Cantwell,DKLA2,,Tanana,,,,,,Y,,,,,
DLGH1,Dillingham,,-158.199,21.572,0,,DLGH1,,Hawaii,,,,,,Y,,,,,
DNPA2,Denali Park HQ,,-148.969167,63.7175,0,FAI Coop stn at Denali Park HQ,DNPA2,,Tanana,,,,,,Y,,,,,
DNVA2,DNVA2,,-150.23,62.6,700,Denali View snowcourse,DNVA2,,Tanana,,,,,,Y,,,,,Y
DOYA2,Donnelly RAWS,,-145.730833,63.840833,414.5,RAWS site nr Big Delta,DOYA2,,Tanana,,,,,,Y,,Y,,,
DPA,DPA_IMS Location,,0,0,,DPA IMS Grids,DPA,,,,,,,,Y,,,,,
DRYA2,Dry Creek,,-144.601111,63.677222,411.48,FAI Coop site,DRYA2,,Tanana,,,,,,Y,,,,,
DSKA2,DSKA2,,-149.73,67.7,1550,Disaster Creek snowcourse,DSKA2,,Northsl,,,,,,Y,,,,,Y
DSKQ2,DSKQ2,,-130,58.42,2640,Dease Lake snowcourse,DSKQ2,,Yuk_Can,,,,,,Y,,,,,Y
DTLA2,Dot Lake,,-144.048333,63.650278,449,RWIS site near Dot Lake,DTLA2,,Tanana,,,,,,Y,,,,,
DUKQ9,DUKQ9,,-138.98,61.25,4300,Duke River snowcourse,DUKQ9,,Yuk_Can,,,,,,Y,,,,,Y
DVCA2,Denali Visitor Center RAWS,,-148.905556,63.732222,0,NPS weather site Denali Park nr Visitor's Center,DVCA2,,Tanana,,,,,,Y,,Y,,,
DWLA2,Wonder Lake,,-150.869722,63.490278,826,FAI Coop site nr Wonder Lake,DWLA2,,Tanana,,,,,,Y,,,,,
EADA2,Eagle River Valley 2,,-149.527222,61.298889,32.3,ANC Mesonet site,EADA2,,Anch,,,,,,Y,,,,,
EAGA2,EAGA2,,-145.4125,65.485833,1112.5,Eagle Summit Snotel,EAGA2,,Upyukon,,,,,,Y,,,,Y,
EALA2,EALA2,,-151.13,59.82,1400,Eagle Lake snowcourse,EALA2,,Kenai,,,,,,Y,,,,,Y
ECBA2,Eaglecrest Base,,-134.514167,58.275833,365.8,Eaglecrest Ski resort base,ECBA2,,Southeast,,,,,,Y,,,,,
ECTA2,Eaglecrest Top,,-134.511111,58.261667,792.5,Eaglecrest Ski Resort Top,ECTA2,,Southeast,,,,,,Y,,Y,,,
ECWA2,ECWA2,,-134.53,58.28,1200,Eagle Crest snowcourse,ECWA2,,Kenai,,,,,,Y,,,,,Y
EDGA2,EDGA2,,-148.02,63.59,2400,Edgar Creek snow course,EDGA2,,Yuk_Can,,,,,,Y,,,,,Y
EDWQ9,EDWQ9,,-134.3,63.7,2720,Edwards Lake snowcourse,EDWQ9,,Yuk_Can,,,,,,Y,,Y,,,Y
EFLA2,East Farmers Loop,,-147.681389,64.894444,213.4,FAI Coop site,EFLA2,,Copper,,,,,,Y,,Y,,,
EGHA2,Edgerton RWIS,,-145.213611,61.819167,447.1,RWIS site on Edgerton hwy,EGHA2,,Tanana,,,,,,Y,,Y,,,
EGLA2,Eagle COOP,,-141.203611,64.785556,259.1,FAI Coop site at Eagle,EGLA2,,Upyukon,,,,,,Y,,Y,,,
EGNA2,Glacier Hwy at Egan Drive,,-134.4825,58.331944,0,RWIS site at Egan Drive,EGNA2,,Southeast,,,,,,Y,,Y,,,
EGPQ9,EGPQ9,,-136.73,66.37,2330,Eagle Plains snowcourse,EGPQ9,,Upyukon,,,,,,Y,,,,,Y
EGRQ9,EGRQ9,,-136.72,66.45,1115,Eagle River snowcourse,EGRQ9,,Upyukon,,,,,,Y,,,,,Y
EGYA2,Eagle RAWS,,-141.135833,64.768333,268.2,RAWS site at Eagle,EGYA2,,Tanana,,,,,,Y,,,,,
ELDA2,ELDA2,,-150.06,63.05,3400,Eldridge Glacier snow course,ELDA2,,Copper,,,,,,Y,,,,,Y
ELUH1,Elua Reservoir,,-159.5259,21.9276,0,,ELUH1,,Hawaii,,,,,,Y,,,,,
ENEA2,Ester 5NE,,-147.936111,64.9125,176.8,FAI coop site nr Fairbanks,ENEA2,,Tanana,,,,,,Y,,Y,,,
ENKA2,ENKA2,,-144.98,61.73,1300,Kenny Lake School snowcourse,ENKA2,,Copper,,,,,,Y,,Y,,,Y
ENNA2,ENNA2,,-149.091667,64.565278,103.2,USGS gage - Tanana River at Nenana,ENNA2,,Tanana,,,,,,Y,Y,Y,,,
EQPA2,Earthquake Park,,-149.961944,61.195833,0,ANC Mesonet site,EQPA2,,Anch,,,,,,Y,,Y,,,
ERBA2,ERBA2,,-149.574444,61.310833,76.2,NWS River gage - Eagle River at Glenn Hwy Bridge,ERBA2,,Anch,,,,,,Y,Y,,,,
ERDA2,Eagle River Valley,,-149.527222,61.298611,30.8,ANC Mesonet site,ERDA2,,Anch,,,,,,Y,,Y,,,
ERFA2,Eagle River 5SE,,-149.433333,61.3,182.9,ANC Coop observer,ERFA2,,Anch,,,,,,Y,,Y,,,
ERPA2,Eagle River Visitor Center,,-149.266667,61.233333,192,LARC Precip site,ERPA2,,Anch,,,,,,Y,,Y,,,
ESEA2,Goldstream Valley,,-147.936111,64.9125,176.8,FAI Coop site,ESEA2,,Tanana,,,,,,Y,,Y,,,
ESIA2,ESIA2,,-148.09,60.8,50,Esther Island SNOTEL,ESIA2,,Copper,,,,,,Y,,Y,,Y,
ESKW1,NAM-12 Skwentna#1,,-151.93,62.03,365.8,model data for Skwentna,ESKW1,,Matsu,,,,,,Y,,Y,,,
ESKW2,NAM-12 Skwentna#2,,-152.62,62.03,365.8,model data for Skwentna,ESKW2,,Matsu,,,,,,Y,,Y,,,
ESKW3,NAM-12 Skwentna#3,,-152.43,61.42,365.8,model data for Skwentna,ESKW3,,Matsu,,,,,,Y,,Y,,,
EVCA2,NPS Eielson,,-150.311667,63.425833,1136.9,NPS weather site at Eielson Visitors Center,EVCA2,,Tanana,,,,,,Y,,Y,,,
EXGA2,EXGA2,,-149.62,60.19,400,Exit Glacier SNOTEL,EXGA2,,Kenai,,,,,,Y,,,,Y,
